Year,Firstname,Lastname,Category,Prize_Share,Motivation,Laureate_Id,Gender,Birth_Date,Birth_Country,Birth_City,Birth_Country_Code,Death_Date,Death_Country,Death_City,Death_Country_Code,Organization_Name,Organization_City,Organization_Country,Birth_Year
1959,Severo,Ochoa,Medicine,2,for their discovery of the mechanisms in the biological synthesis of ribonucleic acid and deoxyribonucleic acid,367,male,1905-09-24,Spain,Luarca,ES,1993-11-01,Spain,Madrid,ES,New York University College of Medicine,New York NY,USA,1905
1959,Philip,Noel-Baker,Peace,1,for his longstanding contribution to the cause of disarmament and peace,518,male,1889-11-01,United Kingdom,London,GB,1982-10-08,United Kingdom,London,GB,,,,1889
1959,Salvatore,Quasimodo,Literature,1,for his lyrical poetry which with classical fire expresses the tragic experience of life in our own times,630,male,1901-08-20,Italy,Modica,IT,1968-06-14,Italy,Naples,IT,,,,1901
1960,Peter,Medawar,Medicine,2,for discovery of acquired immunological tolerance,370,male,1915-02-28,Brazil,Rio de Janeiro,BR,1987-10-02,United Kingdom,London,GB,University College,London,United Kingdom,1915
1960,Donald A.,Glaser,Physics,1,for the invention of the bubble chamber,74,male,1926-09-21,USA,Cleveland OH,US,2013-02-28,USA,Berkeley CA,US,University of California,Berkeley CA,USA,1926
1960,Sir Frank Macfarlane,Burnet,Medicine,2,for discovery of acquired immunological tolerance,369,male,1899-09-03,Australia,Traralgon,AU,1985-08-31,Australia,Melbourne,AU,Walter and Eliza Hall Institute for Medical Research,Melbourne,Australia,1899
1960,Saint-John,Perse,Literature,1,for the soaring flight and the evocative imagery of his poetry which in a visionary fashion reflects the conditions of our time,631,male,1887-05-31,Guadeloupe Island,Pointe-à-Pitre,GP,1975-09-20,France,Presqu'île-de-Giens,FR,,,,1887
1960,Albert,Lutuli,Peace,1,for his non-violent struggle against apartheid,519,male,,Southern Rhodesia (now Zimbabwe),Bulawayo,ZW,1967-07-21,South Africa,Stanger,ZA,,,,1898
1960,Willard F.,Libby,Chemistry,1,for his method to use carbon-14 for age determination in archaeology geology geophysics and other branches of science,224,male,1908-12-17,USA,Grand Valley CO,US,1980-09-08,USA,Los Angeles CA,US,University of California,Los Angeles CA,USA,1908
1961,Rudolf,Mössbauer,Physics,2,for his researches concerning the resonance absorption of gamma radiation and his discovery in this connection of the effect which bears his name,76,male,1929-01-31,Germany,Munich,DE,2011-09-14,,,,Technical University,Munich,Germany,1929
1961,Dag,Hammarskjöld,Peace,1,for developing the UN into an effective and constructive international organization capable of giving life to the principles and aims expressed in the UN Charter,520,male,1905-07-29,Sweden,Jönköping,SE,1961-09-18,Northern Rhodesia (now Zambia),Ndola,ZM,,,,1905
1961,Georg,von Békésy,Medicine,1,for his discoveries of the physical mechanism of stimulation within the cochlea,371,male,1899-06-03,Hungary,Budapest,HU,1972-06-13,USA,Honolulu HI,US,Harvard University,Cambridge MA,USA,1899
1961,Ivo,Andric,Literature,1,for the epic force with which he has traced themes and depicted human destinies drawn from the history of his country,633,male,1892-10-10,Bosnia (now Bosnia and Herzegovina),Dolac,BA,1975-03-13,Yugoslavia (now Serbia),Belgrade,RS,,,,1892
1961,Melvin,Calvin,Chemistry,1,for his research on the carbon dioxide assimilation in plants,225,male,1911-04-08,USA,St. Paul MN,US,1997-01-08,USA,Berkeley CA,US,University of California,Berkeley CA,USA,1911
1961,Robert,Hofstadter,Physics,2,for his pioneering studies of electron scattering in atomic nuclei and for his thereby achieved discoveries concerning the structure of the nucleons,75,male,1915-02-05,USA,New York NY,US,1990-11-17,USA,Stanford CA,US,Stanford University,Stanford CA,USA,1915
1962,Maurice,Wilkins,Medicine,3,for their discoveries concerning the molecular structure of nucleic acids and its significance for information transfer in living material,374,male,1916-12-15,New Zealand,Pongaroa,NZ,2004-10-05,United Kingdom,London,GB,London University,London,United Kingdom,1916
1962,James,Watson,Medicine,3,for their discoveries concerning the molecular structure of nucleic acids and its significance for information transfer in living material,373,male,1928-04-06,USA,Chicago IL,US,,,,,Harvard University,Cambridge MA,USA,1928
1962,Francis,Crick,Medicine,3,for their discoveries concerning the molecular structure of nucleic acids and its significance for information transfer in living material,372,male,1916-06-08,United Kingdom,Northampton,GB,2004-07-28,USA,San Diego CA,US,MRC Laboratory of Molecular Biology,Cambridge,United Kingdom,1916
1962,Linus,Pauling,Peace,1,for his fight against the nuclear arms race between East and West,217,male,1901-02-28,USA,Portland OR,US,1994-08-19,USA,Big Sur CA,US,California Institute of Technology (Caltech),Pasadena CA,USA,1901
1962,John C.,Kendrew,Chemistry,2,for their studies of the structures of globular proteins,227,male,1917-03-24,United Kingdom,Oxford,GB,1997-08-23,United Kingdom,Cambridge,GB,MRC Laboratory of Molecular Biology,Cambridge,United Kingdom,1917
1962,Max F.,Perutz,Chemistry,2,for their studies of the structures of globular proteins,226,male,1914-05-19,Austria,Vienna,AT,2002-02-06,United Kingdom,Cambridge,GB,MRC Laboratory of Molecular Biology,Cambridge,United Kingdom,1914
1962,Lev,Landau,Physics,1,for his pioneering theories for condensed matter especially liquid helium,77,male,1908-01-22,Russian Empire (now Azerbaijan),Baku,AZ,1968-04-01,USSR (now Russia),Moscow,RU,Academy of Sciences,Moscow,USSR (now Russia),1908
1962,John,Steinbeck,Literature,1,for his realistic and imaginative writings combining as they do sympathetic humour and keen social perception,634,male,1902-02-27,USA,Salinas CA,US,1968-12-20,USA,New York NY,US,,,,1902
1963,Andrew,Huxley,Medicine,3,for their discoveries concerning the ionic mechanisms involved in excitation and inhibition in the peripheral and central portions of the nerve cell membrane,377,male,1917-11-22,United Kingdom,Hampstead,GB,2012-05-30,United Kingdom,Grantchester,GB,University College,London,United Kingdom,1917
1963,Alan,Hodgkin,Medicine,3,for their discoveries concerning the ionic mechanisms involved in excitation and inhibition in the peripheral and central portions of the nerve cell membrane,376,male,1914-02-05,United Kingdom,Banbury,GB,1998-12-20,United Kingdom,Cambridge,GB,University of Cambridge,Cambridge,United Kingdom,1914
1963,Sir John,Eccles,Medicine,3,for their discoveries concerning the ionic mechanisms involved in excitation and inhibition in the peripheral and central portions of the nerve cell membrane,375,male,1903-01-27,Australia,Melbourne,AU,1997-05-02,Switzerland,Contra,CH,Australian National University,Canberra,Australia,1903
1963,J. Hans D.,Jensen,Physics,4,for their discoveries concerning nuclear shell structure,80,male,1907-06-25,Germany,Hamburg,DE,1973-02-11,West Germany (now Germany),Heidelberg,DE,University of Heidelberg,Heidelberg,Germany,1907
1963,Eugene,Wigner,Physics,2,for his contributions to the theory of the atomic nucleus and the elementary particles particularly through the discovery and application of fundamental symmetry principles,78,male,1902-11-17,Austria-Hungary (now Hungary),Budapest,HU,1995-01-01,USA,Princeton NJ,US,Princeton University,Princeton NJ,USA,1902
1963,International Committee of the Red Cross,,Peace,2,for promoting the principles of the Geneva Convention and cooperation with the UN,482,org,,,,,,,,,,,,1863
1963,League of Red Cross Societies,,Peace,2,for promoting the principles of the Geneva Convention and cooperation with the UN,523,org,,,,,,,,,,,,1919
1963,Giorgos,Seferis,Literature,1,for his eminent lyrical writing inspired by a deep feeling for the Hellenic world of culture,635,male,1900-03-13,Ottoman Empire (now Turkey),Smyrna (now Izmir),TR,1971-09-20,Greece,Athens,GR,,,,1900
1963,Maria,Goeppert Mayer,Physics,4,for their discoveries concerning nuclear shell structure,79,female,1906-06-28,Germany (now Poland),Kattowitz (now Katowice),PL,1972-02-20,USA,San Diego CA,US,University of California,San Diego CA,USA,1906
1963,Karl,Ziegler,Chemistry,2,for their discoveries in the field of the chemistry and technology of high polymers,228,male,1898-11-26,Germany,Helsa,DE,1973-08-12,West Germany (now Germany),Mülheim,DE,Max-Planck-Institut für Kohlenforschung,Mülheim an der Ruhr,Germany,1898
1963,Giulio,Natta,Chemistry,2,for their discoveries in the field of the chemistry and technology of high polymers,229,male,1903-02-26,Italy,Imperia,IT,1979-05-02,Italy,Bergamo,IT,Institute of Technology,Milan,Italy,1903
1964,Nicolay G.,Basov,Physics,4,for fundamental work in the field of quantum electronics which has led to the construction of oscillators and amplifiers based on the maser-laser principle,82,male,1922-12-14,USSR (now Russia),Usman,RU,2001-07-01,Russia,Moscow,RU,P.N. Lebedev Physical Institute,Moscow,USSR (now Russia),1922
1964,Jean-Paul,Sartre,Literature,1,for his work which rich in ideas and filled with the spirit of freedom and the quest for truth has exerted a far-reaching influence on our age,637,male,1905-06-21,France,Paris,FR,1980-04-15,France,Paris,FR,,,,1905
1964,Martin Luther,King Jr.,Peace,1,for his non-violent struggle for civil rights for the Afro-American population,524,male,1929-01-15,USA,Atlanta GA,US,1968-04-04,USA,Memphis TN,US,,,,1929
1964,Aleksandr M.,Prokhorov,Physics,4,for fundamental work in the field of quantum electronics which has led to the construction of oscillators and amplifiers based on the maser-laser principle,83,male,1916-07-11,Australia,Atherton,AU,2002-01-08,Russia,Moscow,RU,P.N. Lebedev Physical Institute,Moscow,USSR (now Russia),1916
1964,Feodor,Lynen,Medicine,2,for their discoveries concerning the mechanism and regulation of the cholesterol and fatty acid metabolism,379,male,1911-04-06,Germany,Munich,DE,1979-08-06,Germany,Munich,DE,Max-Planck-Institut für Zellchemie,Munich,Germany,1911
1964,Charles H.,Townes,Physics,2,for fundamental work in the field of quantum electronics which has led to the construction of oscillators and amplifiers based on the maser-laser principle,81,male,1915-07-28,USA,Greenville SC,US,2015-01-27,USA,Berkeley CA,US,Massachusetts Institute of Technology (MIT),Cambridge MA,USA,1915
1964,Konrad,Bloch,Medicine,2,for their discoveries concerning the mechanism and regulation of the cholesterol and fatty acid metabolism,378,male,1912-01-21,Germany (now Poland),Neisse (now Nysa),PL,2000-10-15,USA,Burlington MA,US,Harvard University,Cambridge MA,USA,1912
1964,Dorothy Crowfoot,Hodgkin,Chemistry,1,for her determinations by X-ray techniques of the structures of important biochemical substances,230,female,1910-05-12,Egypt,Cairo,EG,1994-07-29,United Kingdom,Shipston-on-Stour,GB,University of Oxford Royal Society,Oxford,United Kingdom,1910
1965,Robert B.,Woodward,Chemistry,1,for his outstanding achievements in the art of organic synthesis,231,male,1917-04-10,USA,Boston MA,US,1979-07-08,USA,Cambridge MA,US,Harvard University,Cambridge MA,USA,1917
1965,François,Jacob,Medicine,3,for their discoveries concerning genetic control of enzyme and virus synthesis,380,male,1920-06-17,France,Nancy,FR,2013-04-19,France,Paris,FR,Institut Pasteur,Paris,France,1920
1965,André,Lwoff,Medicine,3,for their discoveries concerning genetic control of enzyme and virus synthesis,381,male,1902-05-08,France,Ainay-le-Château,FR,1994-09-30,France,Paris,FR,Institut Pasteur,Paris,France,1902
1965,Jacques,Monod,Medicine,3,for their discoveries concerning genetic control of enzyme and virus synthesis,382,male,1910-02-09,France,Paris,FR,1976-05-31,France,Cannes,FR,Institut Pasteur,Paris,France,1910
1965,United Nations Children's Fund,,Peace,1,for its effort to enhance solidarity between nations and reduce the difference between rich and poor states,525,org,,,,,,,,,,,,1946
1965,Sin-Itiro,Tomonaga,Physics,3,for their fundamental work in quantum electrodynamics with deep-ploughing consequences for the physics of elementary particles,84,male,1906-03-31,Japan,Kyoto,JP,1979-07-08,Japan,Tokyo,JP,Tokyo University of Education,Tokyo,Japan,1906
1965,Mikhail,Sholokhov,Literature,1,for the artistic power and integrity with which in his epic of the Don he has given expression to a historic phase in the life of the Russian people,638,male,1905-05-24,Russia,Veshenskaya,RU,1984-02-21,USSR (now Russia),Veshenskaya,RU,,,,1905
1965,Julian,Schwinger,Physics,3,for their fundamental work in quantum electrodynamics with deep-ploughing consequences for the physics of elementary particles,85,male,1918-02-12,USA,New York NY,US,1994-07-16,USA,Los Angeles CA,US,Harvard University,Cambridge MA,USA,1918
1965,Richard P.,Feynman,Physics,3,for their fundamental work in quantum electrodynamics with deep-ploughing consequences for the physics of elementary particles,86,male,1918-05-11,USA,New York NY,US,1988-02-15,USA,Los Angeles CA,US,California Institute of Technology (Caltech),Pasadena CA,USA,1918
1966,Charles B.,Huggins,Medicine,2,for his discoveries concerning hormonal treatment of prostatic cancer,384,male,1901-09-22,Canada,Halifax Nova Scotia,CA,1997-01-12,USA,Chicago IL,US,University of Chicago Ben May Laboratory for Cancer Research,Chicago IL,USA,1901
1966,Shmuel,Agnon,Literature,2,for his profoundly characteristic narrative art with motifs from the life of the Jewish people,639,male,1888-07-17,Austria-Hungary (now Ukraine),Buczacz (now Buchach),UA,1970-02-17,Israel,Rehovot,IL,,,,1888
1966,Robert S.,Mulliken,Chemistry,1,for his fundamental work concerning chemical bonds and the electronic structure of molecules by the molecular orbital method,232,male,1896-06-07,USA,Newburyport MA,US,1986-10-31,USA,Arlington VA,US,University of Chicago,Chicago IL,USA,1896
1966,Peyton,Rous,Medicine,2,for his discovery of tumour-inducing viruses,383,male,1879-10-05,USA,Baltimore MD,US,1970-02-16,USA,New York NY,US,Rockefeller University,New York NY,USA,1879
1966,Nelly,Sachs,Literature,2,for her outstanding lyrical and dramatic writing which interprets Israel's destiny with touching strength,640,female,1891-12-10,Germany,Berlin,DE,1970-05-12,Sweden,Stockholm,SE,,,,1891
1966,Alfred,Kastler,Physics,1,for the discovery and development of optical methods for studying Hertzian resonances in atoms,87,male,1902-05-03,Germany (now France),Guebwiller,FR,1984-01-07,France,Bandol,FR,École Normale Supérieure,Paris,France,1902
1967,Ragnar,Granit,Medicine,3,for their discoveries concerning the primary physiological and chemical visual processes in the eye,385,male,1900-10-30,Russian Empire (now Finland),Helsinki,FI,1991-03-12,Sweden,Stockholm,SE,Karolinska Institutet,Stockholm,Sweden,1900
1967,George,Wald,Medicine,3,for their discoveries concerning the primary physiological and chemical visual processes in the eye,387,male,1906-11-18,USA,New York NY,US,1997-04-12,USA,Cambridge MA,US,Harvard University,Cambridge MA,USA,1906
1967,George,Porter,Chemistry,4,for their studies of extremely fast chemical reactions effected by disturbing the equilibrium by means of very short pulses of energy,235,male,1920-12-06,United Kingdom,Stainforth,GB,2002-08-31,United Kingdom,Canterbury,GB,Royal Institution of Great Britain,London,United Kingdom,1920
1967,Miguel Angel,Asturias,Literature,1,for his vivid literary achievement deep-rooted in the national traits and traditions of Indian peoples of Latin America,641,male,1899-10-19,Guatemala,Guatemala City,GT,1974-06-09,Spain,Madrid,ES,,,,1899
